filepath,dataset,emotion,intensity,actor,gender,duration_sec,sample_rate,trimmed_duration_sec,split
data/raw/ravdess/Actor_01/03-01-06-01-02-02-01.wav,ravdess,fearful,normal,ravdess_01,male,3.7036875,48000,1.76,train
data/raw/ravdess/Actor_01/03-01-06-02-01-01-01.wav,ravdess,fearful,strong,ravdess_01,male,5.005,48000,2.816,test
data/raw/ravdess/Actor_01/03-01-06-02-01-02-01.wav,ravdess,fearful,strong,ravdess_01,male,4.2375625,48000,2.112,train
data/raw/ravdess/Actor_01/03-01-06-02-02-01-01.wav,ravdess,fearful,strong,ravdess_01,male,3.970625,48000,1.824,train
data/raw/ravdess/Actor_01/03-01-06-02-02-02-01.wav,ravdess,fearful,strong,ravdess_01,male,3.9039166666666665,48000,1.792,train
data/raw/ravdess/Actor_01/03-01-07-01-01-01-01.wav,ravdess,disgust,normal,ravdess_01,male,3.8705208333333334,48000,1.92,train
data/raw/ravdess/Actor_01/03-01-07-01-01-02-01.wav,ravdess,disgust,normal,ravdess_01,male,3.903895833333334,48000,1.888,train
data/raw/ravdess/Actor_01/03-01-07-01-02-01-01.wav,ravdess,disgust,normal,ravdess_01,male,3.903895833333334,48000,1.984,val
data/raw/ravdess/Actor_01/03-01-07-01-02-02-01.wav,ravdess,disgust,normal,ravdess_01,male,3.8371666666666666,48000,1.888,test
data/raw/ravdess/Actor_01/03-01-07-02-01-01-01.wav,ravdess,disgust,strong,ravdess_01,male,4.304291666666667,48000,2.24,test
data/raw/ravdess/Actor_01/03-01-07-02-01-02-01.wav,ravdess,disgust,strong,ravdess_01,male,4.104104166666667,48000,1.984,val
data/raw/ravdess/Actor_01/03-01-07-02-02-01-01.wav,ravdess,disgust,strong,ravdess_01,male,4.037375,48000,2.368,test
data/raw/ravdess/Actor_01/03-01-07-02-02-02-01.wav,ravdess,disgust,strong,ravdess_01,male,4.371020833333334,48000,2.336,test
data/raw/ravdess/Actor_01/03-01-08-01-01-01-01.wav,ravdess,surprised,normal,ravdess_01,male,3.403395833333333,48000,1.408,train
data/raw/ravdess/Actor_01/03-01-08-01-01-02-01.wav,ravdess,surprised,normal,ravdess_01,male,3.2699166666666666,48000,1.28,train
data/raw/ravdess/Actor_01/03-01-08-01-02-01-01.wav,ravdess,surprised,normal,ravdess_01,male,3.536875,48000,1.568,test
data/raw/ravdess/Actor_01/03-01-08-01-02-02-01.wav,ravdess,surprised,normal,ravdess_01,male,3.2699166666666666,48000,1.376,test
data/raw/ravdess/Actor_01/03-01-08-02-01-01-01.wav,ravdess,surprised,strong,ravdess_01,male,3.43675,48000,1.408,train
data/raw/ravdess/Actor_01/03-01-08-02-01-02-01.wav,ravdess,surprised,strong,ravdess_01,male,3.5702291666666666,48000,1.568,train
data/raw/ravdess/Actor_01/03-01-08-02-02-01-01.wav,ravdess,surprised,strong,ravdess_01,male,3.5035,48000,1.568,val
data/raw/ravdess/Actor_01/03-01-08-02-02-02-01.wav,ravdess,surprised,strong,ravdess_01,male,3.2699375,48000,1.312,train
data/raw/ravdess/Actor_02/03-01-01-01-01-01-02.wav,ravdess,neutral,normal,ravdess_02,female,3.6369583333333337,48000,1.664,train
data/raw/ravdess/Actor_02/03-01-01-01-01-02-02.wav,ravdess,neutral,normal,ravdess_02,female,3.6036041666666665,48000,1.664,train
data/raw/ravdess/Actor_02/03-01-01-01-02-01-02.wav,ravdess,neutral,normal,ravdess_02,female,3.7704166666666663,48000,1.728,train
data/raw/ravdess/Actor_02/03-01-01-01-02-02-02.wav,ravdess,neutral,normal,ravdess_02,female,3.603583333333334,48000,1.6,train
data/raw/ravdess/Actor_02/03-01-02-01-01-01-02.wav,ravdess,calm,normal,ravdess_02,female,3.8371666666666666,48000,1.856,val
data/raw/ravdess/Actor_02/03-01-02-01-01-02-02.wav,ravdess,calm,normal,ravdess_02,female,4.004,48000,2.016,train
data/raw/ravdess/Actor_02/03-01-02-01-02-01-02.wav,ravdess,calm,normal,ravdess_02,female,3.8371666666666666,48000,1.888,train
data/raw/ravdess/Actor_02/03-01-02-01-02-02-02.wav,ravdess,calm,normal,ravdess_02,female,3.970625,48000,2.016,train
data/raw/ravdess/Actor_02/03-01-02-02-01-01-02.wav,ravdess,calm,strong,ravdess_02,female,4.137479166666667,48000,2.112,train
data/raw/ravdess/Actor_02/03-01-02-02-01-02-02.wav,ravdess,calm,strong,ravdess_02,female,4.037375,48000,2.048,train
data/raw/ravdess/Actor_02/03-01-02-02-02-01-02.wav,ravdess,calm,strong,ravdess_02,female,4.104104166666667,48000,2.112,train
data/raw/ravdess/Actor_02/03-01-02-02-02-02-02.wav,ravdess,calm,strong,ravdess_02,female,4.104104166666667,48000,2.176,train
data/raw/ravdess/Actor_02/03-01-03-01-01-01-02.wav,ravdess,happy,normal,ravdess_02,female,3.6036041666666665,48000,1.6,train
data/raw/ravdess/Actor_02/03-01-03-01-01-02-02.wav,ravdess,happy,normal,ravdess_02,female,3.7036875,48000,1.664,train
data/raw/ravdess/Actor_02/03-01-03-01-02-01-02.wav,ravdess,happy,normal,ravdess_02,female,3.7704375,48000,1.792,train
data/raw/ravdess/Actor_02/03-01-03-01-02-02-02.wav,ravdess,happy,normal,ravdess_02,female,3.7370833333333335,48000,1.76,val
data/raw/ravdess/Actor_02/03-01-03-02-01-01-02.wav,ravdess,happy,strong,ravdess_02,female,3.703708333333333,48000,1.6,train
data/raw/ravdess/Actor_02/03-01-03-02-01-02-02.wav,ravdess,happy,strong,ravdess_02,female,3.670333333333333,48000,1.6,train
data/raw/ravdess/Actor_02/03-01-03-02-02-01-02.wav,ravdess,happy,strong,ravdess_02,female,3.703708333333333,48000,1.696,train
data/raw/ravdess/Actor_02/03-01-03-02-02-02-02.wav,ravdess,happy,strong,ravdess_02,female,3.8705208333333334,48000,1.856,train
data/raw/ravdess/Actor_02/03-01-04-01-01-01-02.wav,ravdess,sad,normal,ravdess_02,female,3.8371666666666666,48000,1.856,train
data/raw/ravdess/Actor_02/03-01-04-01-01-02-02.wav,ravdess,sad,normal,ravdess_02,female,3.7704375,48000,1.792,train
data/raw/ravdess/Actor_02/03-01-04-01-02-01-02.wav,ravdess,sad,normal,ravdess_02,female,3.7370625,48000,1.76,train
data/raw/ravdess/Actor_02/03-01-04-01-02-02-02.wav,ravdess,sad,normal,ravdess_02,female,3.7704375,48000,1.792,train
data/raw/ravdess/Actor_02/03-01-04-02-01-01-02.wav,ravdess,sad,strong,ravdess_02,female,3.7370833333333335,48000,1.6,train
data/raw/ravdess/Actor_02/03-01-04-02-01-02-02.wav,ravdess,sad,strong,ravdess_02,female,3.7704166666666663,48000,1.856,train
data/raw/ravdess/Actor_02/03-01-04-02-02-01-02.wav,ravdess,sad,strong,ravdess_02,female,3.7036875,48000,1.728,val
data/raw/ravdess/Actor_02/03-01-04-02-02-02-02.wav,ravdess,sad,strong,ravdess_02,female,3.670333333333333,48000,1.696,val
data/raw/ravdess/Actor_02/03-01-05-01-01-01-02.wav,ravdess,angry,normal,ravdess_02,female,3.670333333333333,48000,1.696,train
data/raw/ravdess/Actor_02/03-01-05-01-01-02-02.wav,ravdess,angry,normal,ravdess_02,female,3.670333333333333,48000,1.888,train
data/raw/ravdess/Actor_02/03-01-05-01-02-01-02.wav,ravdess,angry,normal,ravdess_02,female,3.7704166666666663,48000,1.76,train
data/raw/ravdess/Actor_02/03-01-05-01-02-02-02.wav,ravdess,angry,normal,ravdess_02,female,3.8037916666666662,48000,1.728,train
data/raw/ravdess/Actor_02/03-01-05-02-01-01-02.wav,ravdess,angry,strong,ravdess_02,female,3.9039166666666665,48000,1.856,test
data/raw/ravdess/Actor_02/03-01-05-02-01-02-02.wav,ravdess,angry,strong,ravdess_02,female,4.004,48000,1.952,test
data/raw/ravdess/Actor_02/03-01-05-02-02-01-02.wav,ravdess,angry,strong,ravdess_02,female,4.004,48000,1.92,test
data/raw/ravdess/Actor_02/03-01-05-02-02-02-02.wav,ravdess,angry,strong,ravdess_02,female,4.004,48000,1.984,train
data/raw/ravdess/Actor_02/03-01-06-01-01-01-02.wav,ravdess,fearful,normal,ravdess_02,female,3.636979166666667,48000,1.664,test
data/raw/ravdess/Actor_02/03-01-06-01-01-02-02.wav,ravdess,fearful,normal,ravdess_02,female,3.7370625,48000,1.728,train
data/raw/ravdess/Actor_02/03-01-06-01-02-01-02.wav,ravdess,fearful,normal,ravdess_02,female,3.670333333333333,48000,1.696,val
data/raw/ravdess/Actor_02/03-01-06-01-02-02-02.wav,ravdess,fearful,normal,ravdess_02,female,3.7370625,48000,1.76,test
data/raw/ravdess/Actor_02/03-01-06-02-01-01-02.wav,ravdess,fearful,strong,ravdess_02,female,3.8037916666666662,48000,1.6,train
data/raw/ravdess/Actor_02/03-01-06-02-01-02-02.wav,ravdess,fearful,strong,ravdess_02,female,3.636979166666667,48000,1.504,train
data/raw/ravdess/Actor_02/03-01-06-02-02-01-02.wav,ravdess,fearful,strong,ravdess_02,female,3.6036041666666665,48000,1.568,train
data/raw/ravdess/Actor_02/03-01-06-02-02-02-02.wav,ravdess,fearful,strong,ravdess_02,female,3.6036041666666665,48000,1.536,val
data/raw/ravdess/Actor_02/03-01-07-01-01-01-02.wav,ravdess,disgust,normal,ravdess_02,female,3.670333333333333,48000,1.728,train
data/raw/ravdess/Actor_02/03-01-07-01-01-02-02.wav,ravdess,disgust,normal,ravdess_02,female,3.636979166666667,48000,1.696,train
data/raw/ravdess/Actor_02/03-01-07-01-02-01-02.wav,ravdess,disgust,normal,ravdess_02,female,3.8705416666666665,48000,1.92,train
data/raw/ravdess/Actor_02/03-01-07-01-02-02-02.wav,ravdess,disgust,normal,ravdess_02,female,3.8371666666666666,48000,1.856,train
data/raw/ravdess/Actor_02/03-01-07-02-01-01-02.wav,ravdess,disgust,strong,ravdess_02,female,4.137458333333333,48000,2.08,test
data/raw/ravdess/Actor_02/03-01-07-02-01-02-02.wav,ravdess,disgust,strong,ravdess_02,female,4.137458333333333,48000,2.048,train
data/raw/ravdess/Actor_02/03-01-07-02-02-01-02.wav,ravdess,disgust,strong,ravdess_02,female,4.004,48000,2.048,val
data/raw/ravdess/Actor_02/03-01-07-02-02-02-02.wav,ravdess,disgust,strong,ravdess_02,female,4.037375,48000,2.048,train
data/raw/ravdess/Actor_02/03-01-08-01-01-01-02.wav,ravdess,surprised,normal,ravdess_02,female,3.536854166666666,48000,1.536,train
data/raw/ravdess/Actor_02/03-01-08-01-01-02-02.wav,ravdess,surprised,normal,ravdess_02,female,3.536854166666666,48000,1.6,train
data/raw/ravdess/Actor_02/03-01-08-01-02-01-02.wav,ravdess,surprised,normal,ravdess_02,female,3.6036041666666665,48000,1.6,train
data/raw/ravdess/Actor_02/03-01-08-01-02-02-02.wav,ravdess,surprised,normal,ravdess_02,female,3.536875,48000,1.6,test
data/raw/ravdess/Actor_02/03-01-08-02-01-01-02.wav,ravdess,surprised,strong,ravdess_02,female,3.7370625,48000,1.76,val
data/raw/ravdess/Actor_02/03-01-08-02-01-02-02.wav,ravdess,surprised,strong,ravdess_02,female,3.7704375,48000,1.792,train
data/raw/ravdess/Actor_02/03-01-08-02-02-01-02.wav,ravdess,surprised,strong,ravdess_02,female,3.7370833333333335,48000,1.792,train
data/raw/ravdess/Actor_02/03-01-08-02-02-02-02.wav,ravdess,surprised,strong,ravdess_02,female,3.8038125,48000,1.824,val
data/raw/ravdess/Actor_03/03-01-01-01-01-01-03.wav,ravdess,neutral,normal,ravdess_03,male,3.4367708333333336,48000,1.504,train
data/raw/ravdess/Actor_03/03-01-01-01-01-02-03.wav,ravdess,neutral,normal,ravdess_03,male,3.5035,48000,1.6,val
data/raw/ravdess/Actor_03/03-01-01-01-02-01-03.wav,ravdess,neutral,normal,ravdess_03,male,3.5035,48000,1.632,test
data/raw/ravdess/Actor_03/03-01-01-01-02-02-03.wav,ravdess,neutral,normal,ravdess_03,male,3.4701458333333335,48000,1.536,test
data/raw/ravdess/Actor_03/03-01-02-01-01-01-03.wav,ravdess,calm,normal,ravdess_03,male,3.8371666666666666,48000,2.016,train
data/raw/ravdess/Actor_03/03-01-02-01-01-02-03.wav,ravdess,calm,normal,ravdess_03,male,3.7370625,48000,1.984,train
data/raw/ravdess/Actor_03/03-01-02-01-02-01-03.wav,ravdess,calm,normal,ravdess_03,male,3.8371666666666666,48000,2.112,val
data/raw/ravdess/Actor_03/03-01-02-01-02-02-03.wav,ravdess,calm,normal,ravdess_03,male,3.970625,48000,2.496,val
data/raw/ravdess/Actor_03/03-01-02-02-01-01-03.wav,ravdess,calm,strong,ravdess_03,male,4.037375,48000,2.848,train
data/raw/ravdess/Actor_03/03-01-02-02-01-02-03.wav,ravdess,calm,strong,ravdess_03,male,3.970645833333333,48000,2.176,train
data/raw/ravdess/Actor_03/03-01-02-02-02-01-03.wav,ravdess,calm,strong,ravdess_03,male,4.137458333333333,48000,2.688,train
data/raw/ravdess/Actor_03/03-01-02-02-02-02-03.wav,ravdess,calm,strong,ravdess_03,male,4.004,48000,2.624,train
data/raw/ravdess/Actor_03/03-01-03-01-01-01-03.wav,ravdess,happy,normal,ravdess_03,male,3.7704166666666663,48000,1.856,train
data/raw/ravdess/Actor_03/03-01-03-01-01-02-03.wav,ravdess,happy,normal,ravdess_03,male,3.603583333333334,48000,1.76,train
data/raw/ravdess/Actor_03/03-01-03-01-02-01-03.wav,ravdess,happy,normal,ravdess_03,male,3.5035,48000,1.664,test
data/raw/ravdess/Actor_03/03-01-03-01-02-02-03.wav,ravdess,happy,normal,ravdess_03,male,3.5035,48000,1.632,test
data/raw/ravdess/Actor_03/03-01-03-02-01-01-03.wav,ravdess,happy,strong,ravdess_03,male,4.3043125,48000,2.272,val
data/raw/ravdess/Actor_03/03-01-03-02-01-02-03.wav,ravdess,happy,strong,ravdess_03,male,4.404395833333333,48000,2.464,train
data/raw/ravdess/Actor_03/03-01-03-02-02-01-03.wav,ravdess,happy,strong,ravdess_03,male,4.137458333333333,48000,2.656,train
data/raw/ravdess/Actor_03/03-01-03-02-02-02-03.wav,ravdess,happy,strong,ravdess_03,male,3.8371666666666666,48000,2.112,train
data/raw/ravdess/Actor_03/03-01-04-01-01-01-03.wav,ravdess,sad,normal,ravdess_03,male,3.6036041666666665,48000,1.792,train
data/raw/ravdess/Actor_03/03-01-04-01-01-02-03.wav,ravdess,sad,normal,ravdess_03,male,3.5702291666666666,48000,2.208,train
data/raw/ravdess/Actor_03/03-01-04-01-02-01-03.wav,ravdess,sad,normal,ravdess_03,male,3.5702291666666666,48000,2.272,train
data/raw/ravdess/Actor_03/03-01-04-01-02-02-03.wav,ravdess,sad,normal,ravdess_03,male,3.536875,48000,2.208,train
data/raw/ravdess/Actor_03/03-01-04-02-01-01-03.wav,ravdess,sad,strong,ravdess_03,male,3.7704375,48000,2.56,test
data/raw/ravdess/Actor_03/03-01-04-02-01-02-03.wav,ravdess,sad,strong,ravdess_03,male,3.8371666666666666,48000,2.848,train
data/raw/ravdess/Actor_03/03-01-04-02-02-01-03.wav,ravdess,sad,strong,ravdess_03,male,3.470125,48000,3.086125,train
data/raw/ravdess/Actor_03/03-01-04-02-02-02-03.wav,ravdess,sad,strong,ravdess_03,male,3.7036875,48000,2.048,train
data/raw/ravdess/Actor_03/03-01-05-01-01-01-03.wav,ravdess,angry,normal,ravdess_03,male,4.004,48000,2.08,train
data/raw/ravdess/Actor_03/03-01-05-01-01-02-03.wav,ravdess,angry,normal,ravdess_03,male,4.070729166666666,48000,2.048,train
data/raw/ravdess/Actor_03/03-01-05-01-02-01-03.wav,ravdess,angry,normal,ravdess_03,male,3.8038125,48000,1.92,train
data/raw/ravdess/Actor_03/03-01-05-01-02-02-03.wav,ravdess,angry,normal,ravdess_03,male,3.8371666666666666,48000,1.984,train
data/raw/ravdess/Actor_03/03-01-05-02-01-01-03.wav,ravdess,angry,strong,ravdess_03,male,4.404395833333333,48000,2.464,test
data/raw/ravdess/Actor_03/03-01-05-02-01-02-03.wav,ravdess,angry,strong,ravdess_03,male,4.404416666666667,48000,2.432,val
data/raw/ravdess/Actor_03/03-01-05-02-02-01-03.wav,ravdess,angry,strong,ravdess_03,male,4.2375625,48000,2.336,train
data/raw/ravdess/Actor_03/03-01-05-02-02-02-03.wav,ravdess,angry,strong,ravdess_03,male,4.5045,48000,2.656,train
data/raw/ravdess/Actor_03/03-01-06-01-01-01-03.wav,ravdess,fearful,normal,ravdess_03,male,3.7370833333333335,48000,1.92,val
data/raw/ravdess/Actor_03/03-01-06-01-01-02-03.wav,ravdess,fearful,normal,ravdess_03,male,3.8371666666666666,48000,1.952,train
data/raw/ravdess/Actor_03/03-01-06-01-02-01-03.wav,ravdess,fearful,normal,ravdess_03,male,3.5035,48000,1.632,train
data/raw/ravdess/Actor_03/03-01-06-01-02-02-03.wav,ravdess,fearful,normal,ravdess_03,male,3.2032083333333334,48000,2.016,test
data/raw/ravdess/Actor_03/03-01-06-02-01-01-03.wav,ravdess,fearful,strong,ravdess_03,male,3.3033125,48000,2.624,train
data/raw/ravdess/Actor_03/03-01-06-02-01-02-03.wav,ravdess,fearful,strong,ravdess_03,male,3.903895833333334,48000,2.144,train
data/raw/ravdess/Actor_03/03-01-06-02-02-01-03.wav,ravdess,fearful,strong,ravdess_03,male,3.3033125,48000,1.888,train
data/raw/ravdess/Actor_03/03-01-06-02-02-02-03.wav,ravdess,fearful,strong,ravdess_03,male,3.4367708333333336,48000,1.536,train
data/raw/ravdess/Actor_03/03-01-07-01-01-01-03.wav,ravdess,disgust,normal,ravdess_03,male,4.037375,48000,2.144,train
data/raw/ravdess/Actor_03/03-01-07-01-01-02-03.wav,ravdess,disgust,normal,ravdess_03,male,3.970645833333333,48000,2.016,train
data/raw/ravdess/Actor_03/03-01-07-01-02-01-03.wav,ravdess,disgust,normal,ravdess_03,male,3.6036041666666665,48000,1.92,train
data/raw/ravdess/Actor_03/03-01-07-01-02-02-03.wav,ravdess,disgust,normal,ravdess_03,male,3.7704375,48000,2.08,train
data/raw/ravdess/Actor_03/03-01-07-02-01-01-03.wav,ravdess,disgust,strong,ravdess_03,male,4.104104166666667,48000,2.304,train
data/raw/ravdess/Actor_03/03-01-07-02-01-02-03.wav,ravdess,disgust,strong,ravdess_03,male,4.104104166666667,48000,2.624,train
data/raw/ravdess/Actor_03/03-01-07-02-02-01-03.wav,ravdess,disgust,strong,ravdess_03,male,3.8371666666666666,48000,2.976,train
data/raw/ravdess/Actor_03/03-01-07-02-02-02-03.wav,ravdess,disgust,strong,ravdess_03,male,3.9372708333333337,48000,2.56,train
data/raw/ravdess/Actor_03/03-01-08-01-01-01-03.wav,ravdess,surprised,normal,ravdess_03,male,3.2365625,48000,1.44,test
data/raw/ravdess/Actor_03/03-01-08-01-01-02-03.wav,ravdess,surprised,normal,ravdess_03,male,3.370041666666667,48000,1.536,train
data/raw/ravdess/Actor_03/03-01-08-01-02-01-03.wav,ravdess,surprised,normal,ravdess_03,male,3.2032083333333334,48000,1.344,train
data/raw/ravdess/Actor_03/03-01-08-01-02-02-03.wav,ravdess,surprised,normal,ravdess_03,male,3.5702291666666666,48000,1.728,train
data/raw/ravdess/Actor_03/03-01-08-02-01-01-03.wav,ravdess,surprised,strong,ravdess_03,male,3.2699375,48000,1.376,train
data/raw/ravdess/Actor_03/03-01-08-02-01-02-03.wav,ravdess,surprised,strong,ravdess_03,male,3.6036041666666665,48000,1.632,train
data/raw/ravdess/Actor_03/03-01-08-02-02-01-03.wav,ravdess,surprised,strong,ravdess_03,male,3.5035,48000,1.6,val
data/raw/ravdess/Actor_03/03-01-08-02-02-02-03.wav,ravdess,surprised,strong,ravdess_03,male,3.2365625,48000,1.344,test
data/raw/ravdess/Actor_04/03-01-01-01-01-01-04.wav,ravdess,neutral,normal,ravdess_04,female,3.3032916666666665,48000,1.408,test
data/raw/ravdess/Actor_04/03-01-01-01-01-02-04.wav,ravdess,neutral,normal,ravdess_04,female,3.370041666666667,48000,1.44,val
data/raw/ravdess/Actor_04/03-01-01-01-02-01-04.wav,ravdess,neutral,normal,ravdess_04,female,3.2699375,48000,1.28,train
data/raw/ravdess/Actor_04/03-01-01-01-02-02-04.wav,ravdess,neutral,normal,ravdess_04,female,3.2365625,48000,1.28,train
data/raw/ravdess/Actor_04/03-01-02-01-01-01-04.wav,ravdess,calm,normal,ravdess_04,female,3.8037916666666662,48000,1.856,train
data/raw/ravdess/Actor_04/03-01-02-01-01-02-04.wav,ravdess,calm,normal,ravdess_04,female,3.7370625,48000,1.824,train
data/raw/ravdess/Actor_04/03-01-02-01-02-01-04.wav,ravdess,calm,normal,ravdess_04,female,3.636979166666667,48000,1.728,val
data/raw/ravdess/Actor_04/03-01-02-01-02-02-04.wav,ravdess,calm,normal,ravdess_04,female,3.57025,48000,1.696,train
data/raw/ravdess/Actor_04/03-01-02-02-01-01-04.wav,ravdess,calm,strong,ravdess_04,female,3.970625,48000,2.08,test
data/raw/ravdess/Actor_04/03-01-02-02-01-02-04.wav,ravdess,calm,strong,ravdess_04,female,3.8038125,48000,1.856,train
data/raw/ravdess/Actor_04/03-01-02-02-02-01-04.wav,ravdess,calm,strong,ravdess_04,female,3.8037916666666662,48000,2.016,train
data/raw/ravdess/Actor_04/03-01-02-02-02-02-04.wav,ravdess,calm,strong,ravdess_04,female,4.037375,48000,2.112,train
data/raw/ravdess/Actor_04/03-01-03-01-01-01-04.wav,ravdess,happy,normal,ravdess_04,female,3.5035,48000,1.568,train
data/raw/ravdess/Actor_04/03-01-03-01-01-02-04.wav,ravdess,happy,normal,ravdess_04,female,3.536854166666666,48000,1.536,train
data/raw/ravdess/Actor_04/03-01-03-01-02-01-04.wav,ravdess,happy,normal,ravdess_04,female,3.5035,48000,1.6,val
data/raw/ravdess/Actor_04/03-01-03-01-02-02-04.wav,ravdess,happy,normal,ravdess_04,female,3.4367708333333336,48000,1.504,train
data/raw/ravdess/Actor_04/03-01-03-02-01-01-04.wav,ravdess,happy,strong,ravdess_04,female,3.8705416666666665,48000,1.824,train
data/raw/ravdess/Actor_04/03-01-03-02-01-02-04.wav,ravdess,happy,strong,ravdess_04,female,3.5702291666666666,48000,1.568,train
data/raw/ravdess/Actor_04/03-01-03-02-02-01-04.wav,ravdess,happy,strong,ravdess_04,female,3.6036041666666665,48000,1.632,train
